0,0.809228,-0.126822,-0.154185,0.830062,-0.248305,0.970221,-0.588068,-0.602991,-0.841958,-0.771206,-0.847135,0.600042,0.445501,0.592486,0.522068,0.897279,-0.11738,0.378488,0.958119,0.198792,-0.0493106,0.772067,-0.0475128,-0.0608493,-0.688548,-0.24535,0.778451,0.616545,-0.928506,-0.19257,-0.908767,0.378323,0.760521,0.656253,0.507922,0.887897,0.430046,0.80361,0.779164,0.428092,0.733727,0.862535,0.562814,0.449369,0.473801,0.698678,0.439674,0.479298,0.0332616,0.125231,0.226779,0.388413,0.620422,0.752556,0.109265,0.0864471,0.508633,0.0486335,0.0976094,0.0747192,0.0474057,0.385771,0.300797,0.328944
1,-0.837687,-0.260676,0.10459,-0.768622,-0.22699,-0.814749,-0.631318,0.0326425,0.209463,0.683784,0.688469,-0.150225,0.509476,-0.770171,-0.641578,0.65719,-0.653792,0.775196,-0.0745552,0.32053,0.72104,-0.114236,-0.689174,-0.483664,0.708683,-0.909038,-0.297632,-0.188457,-0.773234,0.145022,0.779936,0.549227,0.712537,0.851187,0.895492,0.668925,0.615043,0.674334,0.683328,0.166984,0.583039,0.847565,0.446127,0.654123,0.535285,0.329659,0.342426,0.461409,0.0809175,0.0324515,0.506958,0.670779,0.554257,0.0744775,0.022255,0.347413,0.159879,0.193124,0.252764,0.0973531,0.660314,0.109944,0.266549,0.408494
2,0.177733,-0.20058,-0.0904757,0.498008,0.184445,-0.439772,-0.910216,-0.041534,-0.33723,0.295375,0.30675,-0.420168,0.0336126,0.606487,-0.644865,-0.133437,0.819863,0.71146,0.916172,-0.794768,-0.24172,-0.527379,-0.688501,0.859218,0.145558,0.0785659,0.338169,-0.16365,0.147185,-0.633359,-0.884193,0.0140009,0.78053,0.318465,0.551306,0.773154,0.38408,0.0187719,0.550144,0.696279,0.775685,0.580758,0.942308,0.34774,0.661288,0.586511,0.874062,0.327134,0.435244,0.261778,0.307844,0.273325,0.290005,0.117227,0.253649,0.391211,0.225778,0.229866,0.0536537,0.157609,0.673797,0.154082,0.807191,0.226428
3,0.752969,-0.847339,-0.871506,0.0152029,-0.895184,0.746331,0.0408899,-0.672594,0.489205,0.742018,0.884006,0.944084,-0.491458,0.24614,0.00229425,0.401044,0.637922,-0.00812972,0.604373,-0.39886,-0.820335,-0.614563,-0.891284,0.644466,0.569237,-0.0460816,0.914763,-0.232824,0.851663,0.0929251,-0.678383,0.643335,0.351756,0.70368,0.858217,0.605248,0.269909,0.59397,0.100297,0.459864,0.764915,0.597027,0.601756,0.883853,0.553449,0.707574,0.557263,0.716619,0.0129494,0.323377,0.262147,0.622072,0.309442,0.000185791,0.47159,0.179402,0.0841719,0.267839,0.190035,0.266359,0.122825,0.332229,0.0703961,0.1368
4,0.578788,0.627499,-0.362109,-0.294514,-0.273297,-0.241384,0.427346,-0.435284,0.365091,-0.508391,0.917005,0.156614,0.561361,-0.824473,0.68208,0.207502,-0.502702,-0.514863,-0.514099,0.187583,-0.207675,-0.914345,0.901369,-0.5553,0.814258,0.323726,-0.482067,0.795108,-0.358996,-0.843856,0.0921711,0.932625,0.637468,0.555362,0.520001,0.376013,0.593777,0.635957,0.362555,0.681501,0.739465,0.466041,0.813634,0.325744,0.354571,0.578748,0.755341,0.944554,0.276954,0.218291,0.292882,0.0936558,0.0572847,0.0637691,0.0635986,0.40204,0.521716,0.781888,0.213644,0.310721,0.644525,0.0989809,0.479232,0.635168
5,0.241436,-0.223615,-0.423597,0.534162,-0.917695,-0.742536,0.969591,0.117523,-0.428946,-0.526804,-0.469822,0.476314,-0.728016,0.186172,-0.705485,-0.695128,0.153165,0.749153,0.860866,-0.790188,0.150949,-0.180988,0.22136,0.183925,0.174375,-0.313955,0.412734,0.177809,-0.695038,0.344259,-0.214871,-0.102846,0.713285,0.875098,0.733131,0.546962,0.700471,0.924572,0.400395,0.18039,0.675791,0.544863,0.899883,0.49896,0.565815,0.734948,0.130554,0.536102,0.0783063,0.181487,0.0303437,0.162928,0.318346,0.370875,0.124689,0.504745,0.222634,0.04907,0.179824,0.400582,0.460548,0.159039,0.186646,0.123843
6,-0.585508,-0.117919,0.0948499,-0.114369,-0.328113,0.736531,0.696271,-0.204125,-0.171293,0.159148,-0.582246,-0.581653,0.833057,0.849759,-0.189813,0.330798,-0.236758,0.21935,0.638056,0.773084,0.193615,-0.169841,0.456694,-0.026615,0.953126,-0.710121,0.155056,-0.856128,-0.528044,-0.414887,0.715627,0.34725,0.33805,0.433825,0.820838,0.441546,0.884848,0.432275,0.455966,0.88303,0.395102,0.769742,0.79466,0.432916,0.60431,0.893405,0.660635,0.824242,0.291223,0.117389,0.439,0.642814,0.36942,0.12116,0.167378,0.252511,0.586818,0.273274,0.0460713,0.116481,0.145314,0.392882,0.323023,0.0326464
7,-0.795416,0.0565945,0.537844,0.738697,0.357101,-0.887045,0.0569482,-0.495787,-0.430837,-0.866813,-0.717468,0.900351,-0.676323,0.687449,0.167637,-0.593712,-0.553221,-0.773912,0.712746,0.654507,-0.488356,-0.00829356,-0.912422,-0.498371,-0.172569,-0.0810552,0.766967,0.353108,-0.397054,-0.18468,-0.732443,-0.365764,0.363103,0.754621,0.681144,0.841072,0.758402,0.67691,0.393899,0.804187,0.752212,0.517102,0.33156,0.409973,0.633925,0.577462,0.183588,0.286502,0.023232,0.0380121,0.437113,0.457691,0.216856,0.103609,0.0399531,0.295712,0.0930971,0.255512,0.327763,0.451723,0.10679,0.228429,0.207483,0.224077
8,-0.310663,-0.707575,-0.89566,0.716761,0.664491,-0.771985,0.529396,0.00191777,0.169961,-0.862951,-0.712566,-0.681851,0.461659,0.585278,0.659827,-0.754385,-0.015477,0.758159,-0.864304,-0.625934,0.718664,-0.00553306,0.296809,0.868347,0.29418,0.401215,0.320369,0.0142437,0.457722,0.0474687,-0.639383,-0.0525229,0.597911,0.930975,0.615603,0.545949,0.911327,0.4571,0.725555,0.862186,0.381782,0.37894,0.738773,0.744545,0.896673,0.802134,0.476829,0.654595,0.364673,0.35587,0.15887,0.152166,0.0920985,0.080347,0.359835,0.562112,0.0169122,0.038088,0.273945,0.22537,0.769722,0.0731297,0.664155,0.240378
9,-0.714595,-0.815541,0.214785,-0.6376,-0.774007,0.036961,-0.0783539,-0.949645,0.341789,-0.594998,-0.778355,0.304035,-0.329228,0.461755,0.369696,0.873205,-0.718079,-0.092734,-0.537154,-0.619835,0.228225,-0.830633,0.846514,-0.633968,-0.893999,0.49155,-0.445301,0.0698108,0.104623,0.174841,0.641766,-0.497063,0.847961,0.751547,0.747724,0.730473,0.649449,0.686794,0.791394,0.996119,0.17573,0.747941,0.679883,0.908562,0.61939,0.602158,0.810736,0.480612,0.0271783,0.283075,0.173899,0.748433,0.0327614,0.0412777,0.398504,0.314762,0.0933459,0.267504,0.321503,0.278094,0.193875,0.479849,0.310479,0.160893
